                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    373,                0.11666,                0.60588,                0.11532,                0.11548,                0.88442,                      1,                      1,                  0.995,                0.99293,                      1,                      1,                  0.995,                0.90165,                0.21615,                0.51533,                0.10536,                  0.187,                0.47978,             0.00052688,             0.00052688,             0.00052688
                    374,                0.11352,                0.58187,                 0.1129,                0.11402,                0.88649,                      1,                      1,                  0.995,                0.99302,                      1,                      1,                  0.995,                0.91883,                0.22618,                0.39859,                0.10366,                0.18859,                0.48319,             0.00052292,             0.00052292,             0.00052292
                    375,                0.11678,                0.56991,                0.11008,                0.11307,                0.88145,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.91526,                0.20139,                0.41051,                0.10216,                 0.1935,                0.46168,             0.00051896,             0.00051896,             0.00051896
                    376,                 0.1216,                0.58979,                0.11997,                 0.1135,                0.89549,                      1,                      1,                  0.995,                0.99328,                      1,                      1,                  0.995,                0.93252,                0.22626,                0.46616,                 0.1048,                0.19962,                0.49019,               0.000515,               0.000515,               0.000515
                    377,                0.11405,                0.61296,                0.11587,                0.10361,                0.89588,                      1,                      1,                  0.995,                0.99302,                      1,                      1,                  0.995,                 0.9269,                0.23491,                0.49314,                0.10622,                0.21691,                0.50089,             0.00051104,             0.00051104,             0.00051104
                    378,                0.11075,                0.63005,                0.11228,                0.10725,                0.89993,                      1,                      1,                  0.995,                0.99293,                      1,                      1,                  0.995,                0.92775,                0.20645,                0.49956,                0.10531,                0.18674,                0.48225,             0.00050708,             0.00050708,             0.00050708
                    379,                0.11038,                0.63158,                0.12252,                0.11129,                0.89061,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.90667,                  0.208,                 0.5683,                0.10399,                0.17747,                0.48333,             0.00050312,             0.00050312,             0.00050312
                    380,                 0.1077,                0.58925,                0.10828,                0.10609,                 0.8979,                      1,                      1,                  0.995,                0.99302,                      1,                      1,                  0.995,                0.92409,                0.20603,                0.51529,                0.10308,                0.19069,                0.47365,             0.00049916,             0.00049916,             0.00049916
                    381,                0.11374,                0.60607,                0.11782,                0.10621,                0.89551,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.92103,                0.20681,                0.51104,                0.10177,                0.22246,                0.46728,              0.0004952,              0.0004952,              0.0004952
                    382,                0.11949,                0.58453,                0.12447,                0.11568,                0.88328,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.92513,                0.22606,                0.43399,                0.10263,                0.18979,                 0.4792,             0.00049124,             0.00049124,             0.00049124
                    383,                0.11643,                0.56485,                0.11524,                 0.1121,                 0.8929,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.91033,                0.20447,                0.56788,                 0.1046,                0.19358,                 0.4691,             0.00048728,             0.00048728,             0.00048728
                    384,                0.10924,                0.55413,                0.11227,                 0.1088,                0.88827,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.92989,                0.21614,                0.47815,                0.10449,                0.19105,                0.46698,             0.00048332,             0.00048332,             0.00048332
                    385,                0.11113,                0.56891,                0.12163,                0.11131,                0.88622,                      1,                      1,                  0.995,                0.99293,                      1,                      1,                  0.995,                0.92728,                0.21915,                0.47836,                0.10349,                0.20179,                0.47508,             0.00047936,             0.00047936,             0.00047936
                    386,                0.10646,                0.58651,                0.11606,                0.10676,                0.88243,                      1,                      1,                  0.995,                0.99284,                      1,                      1,                  0.995,                0.91962,                0.21489,                0.56692,                0.10118,                0.19611,                0.47386,              0.0004754,              0.0004754,              0.0004754
                    387,                0.11147,                0.59349,                0.11717,                0.11423,                0.87704,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.91422,                0.21762,                0.50213,                 0.1008,                0.20091,                0.47481,             0.00047144,             0.00047144,             0.00047144
                    388,                0.11244,                0.52045,                0.11396,                0.10866,                 0.8921,                      1,                      1,                  0.995,                0.99293,                      1,                      1,                  0.995,                0.92561,                0.20291,                 0.6067,                0.09725,                0.21279,                0.46242,             0.00046748,             0.00046748,             0.00046748
                    389,                0.11034,                0.56093,                0.10685,                0.10678,                0.88414,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.92505,                0.20653,                0.44076,                0.10013,                0.20354,                0.46575,             0.00046352,             0.00046352,             0.00046352
                    390,                0.11117,                0.53257,                0.11575,                0.10821,                0.90323,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.93538,                  0.237,                0.38601,                0.10162,                0.21068,                0.49596,             0.00045956,             0.00045956,             0.00045956
                    391,                0.10662,                0.51872,                 0.1155,                0.10706,                0.89993,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.93564,                0.23377,                0.42321,                0.10051,                0.20942,                0.50079,              0.0004556,              0.0004556,              0.0004556
                    392,                0.10478,                0.53686,                0.10752,                0.10553,                0.90438,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.94837,                0.22779,                0.39855,                0.10001,                0.20544,                0.48866,             0.00045164,             0.00045164,             0.00045164
                    393,                0.10845,                0.55709,                 0.1104,                0.10471,                0.89065,                      1,                      1,                  0.995,                0.99373,                      1,                      1,                  0.995,                 0.9403,                0.20855,                0.42268,                0.09871,                0.21308,                0.47449,             0.00044768,             0.00044768,             0.00044768
                    394,                0.10758,                0.55662,                0.11478,                0.11103,                0.89313,                      1,                      1,                  0.995,                0.99195,                      1,                      1,                  0.995,                0.93245,                 0.2153,                0.47428,                0.10009,                0.20348,                0.48133,             0.00044372,             0.00044372,             0.00044372
                    395,                0.10646,                0.56015,                0.10989,                0.10746,                0.88219,                      1,                      1,                  0.995,                0.99252,                      1,                      1,                  0.995,                0.92805,                0.21047,                0.37528,                0.10065,                0.17692,                0.47897,             0.00043976,             0.00043976,             0.00043976
                    396,                0.10844,                0.56628,                0.11239,                0.10662,                0.86973,                      1,                      1,                  0.995,                0.99234,                      1,                      1,                  0.995,                0.93215,                0.22136,                0.37268,                0.09749,                0.19429,                0.48029,              0.0004358,              0.0004358,              0.0004358
                    397,                0.10267,                0.53994,                0.11077,                0.09802,                0.89277,                      1,                      1,                  0.995,                0.99243,                      1,                      1,                  0.995,                 0.9186,                0.20668,                0.39767,                0.09735,                0.22431,                0.47045,             0.00043184,             0.00043184,             0.00043184
                    398,                0.10174,                0.55759,                0.11219,                0.09902,                0.89735,                      1,                      1,                  0.995,                0.99275,                      1,                      1,                  0.995,                0.91009,                 0.2304,                0.46576,                 0.0968,                0.23926,                0.48884,             0.00042788,             0.00042788,             0.00042788
                    399,                0.11467,                0.57706,                0.11499,                0.10792,                0.88808,                      1,                      1,                  0.995,                0.99267,                      1,                      1,                  0.995,                0.89053,                0.21938,                0.49469,                0.09857,                0.20122,                0.48085,             0.00042392,             0.00042392,             0.00042392
                    400,                0.10679,                0.54179,                0.11655,                 0.1053,                0.88473,                      1,                      1,                  0.995,                0.99258,                      1,                      1,                  0.995,                0.93034,                0.21776,                0.47151,                0.09695,                  0.205,                0.47841,             0.00041996,             0.00041996,             0.00041996
                    401,                0.10734,                0.54659,                0.11022,                0.10559,                0.90075,                      1,                      1,                  0.995,                0.99234,                      1,                      1,                  0.995,                0.91953,                0.21682,                0.41784,                0.09829,                0.20382,                0.47976,               0.000416,               0.000416,               0.000416
                    402,                0.10192,                0.51869,                  0.112,                0.10017,                0.88217,                      1,                      1,                  0.995,                0.99208,                      1,                      1,                  0.995,                0.93597,                0.20503,                 0.4927,                0.09979,                0.20722,                0.47124,             0.00041204,             0.00041204,             0.00041204
                    403,                0.10975,                0.55109,                 0.1078,                0.10812,                0.89737,                      1,                      1,                  0.995,                0.99225,                      1,                      1,                  0.995,                0.93852,                0.20815,                0.42315,                0.09832,                0.20456,                 0.4695,             0.00040808,             0.00040808,             0.00040808
                    404,                0.10821,                0.54146,                0.11095,                0.10441,                0.88764,                      1,                      1,                  0.995,                0.99258,                      1,                      1,                  0.995,                0.94006,                0.18709,                0.45247,                0.09902,                0.19948,                0.45212,             0.00040412,             0.00040412,             0.00040412
                    405,                0.11231,                0.55654,                0.11324,                0.10503,                 0.8847,                      1,                      1,                  0.995,                0.99243,                      1,                      1,                  0.995,                0.94585,                0.18936,                0.42225,                0.09891,                0.22284,                0.45235,             0.00040016,             0.00040016,             0.00040016
                    406,                0.10416,                0.50836,                0.11329,                0.10116,                0.88753,                      1,                      1,                  0.995,                0.99337,                      1,                      1,                  0.995,                0.94948,                0.23419,                0.34624,                0.10464,                0.20989,                0.49596,              0.0003962,              0.0003962,              0.0003962
                    407,                0.10753,                0.48773,                 0.1148,                0.10385,                 0.8959,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.92916,                0.22785,                0.45028,                0.10174,                0.19486,                0.49548,             0.00039224,             0.00039224,             0.00039224
                    408,                0.10715,                0.49229,                0.11359,                0.10462,                 0.8835,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.92444,                0.22015,                0.41618,                0.10222,                0.18666,                 0.4831,             0.00038828,             0.00038828,             0.00038828
                    409,                0.10372,                0.48639,                0.11389,                0.10349,                 0.8802,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.93865,                0.21111,                0.38542,                0.10146,                0.19761,                 0.4756,             0.00038432,             0.00038432,             0.00038432
                    410,                  0.101,                0.46893,                0.11148,                0.10078,                0.88741,                      1,                      1,                  0.995,                 0.9939,                      1,                      1,                  0.995,                0.93635,                0.21137,                0.41705,                0.09955,                0.19831,                0.48095,             0.00038036,             0.00038036,             0.00038036
                    411,                0.10818,                0.53113,                0.11626,                0.10537,                0.88166,                      1,                      1,                  0.995,                0.99381,                      1,                      1,                  0.995,                0.93962,                0.21014,                0.43574,                0.09959,                0.19005,                 0.4789,              0.0003764,              0.0003764,              0.0003764
                    412,                0.09933,                0.50673,                 0.1139,                0.10208,                 0.8873,                 0.9985,                      1,                  0.995,                0.99387,                 0.9985,                      1,                  0.995,                0.94259,                 0.2163,                0.44331,                0.09783,                0.18497,                0.47976,             0.00037244,             0.00037244,             0.00037244
                    413,                0.10424,                0.50335,                0.11234,                0.10048,                0.88657,                      1,                      1,                  0.995,                0.99194,                      1,                      1,                  0.995,                0.92342,                0.22477,                 0.4798,                0.10071,                0.19021,                0.49323,             0.00036848,             0.00036848,             0.00036848
                    414,                0.10125,                0.52544,                0.11341,                0.10256,                0.90456,                      1,                      1,                  0.995,                 0.9939,                      1,                      1,                  0.995,                0.94995,                0.22988,                0.46937,                0.09812,                 0.2024,                 0.4983,             0.00036452,             0.00036452,             0.00036452
                    415,                0.10542,                0.47241,                0.10761,                0.10181,                0.87882,                      1,                      1,                  0.995,                0.99381,                      1,                      1,                  0.995,                0.94307,                0.21478,                0.37092,                0.09887,                0.18821,                0.48372,             0.00036056,             0.00036056,             0.00036056
                    416,                0.10193,                 0.5015,                0.11772,                0.10189,                0.87459,                      1,                      1,                  0.995,                0.99373,                      1,                      1,                  0.995,                0.94273,                0.21724,                0.35892,                0.09594,                0.19496,                0.48321,              0.0003566,              0.0003566,              0.0003566
                    417,                0.10358,                0.46803,                0.10769,                0.10061,                0.88055,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.94866,                0.23136,                0.37705,                0.09676,                 0.1983,                0.49474,             0.00035264,             0.00035264,             0.00035264
                    418,                 0.1032,                0.49473,                0.10907,                0.09918,                0.89459,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.93114,                0.21431,                0.41344,                0.09653,                0.18257,                0.48369,             0.00034868,             0.00034868,             0.00034868
                    419,                0.10167,                0.51661,                0.10981,                0.10104,                0.89681,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.93688,                0.22044,                0.41117,                0.09606,                0.20084,                0.49291,             0.00034472,             0.00034472,             0.00034472
                    420,                0.10245,                0.53239,                 0.1116,                0.09883,                0.88547,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.94229,                0.22772,                0.39047,                0.09675,                0.20303,                 0.4961,             0.00034076,             0.00034076,             0.00034076
                    421,                 0.1079,                0.49746,                0.11447,                0.10279,                0.88886,                      1,                      1,                  0.995,                0.99355,                      1,                      1,                  0.995,                0.94211,                0.20562,                0.43065,                0.09541,                0.19373,                0.47475,              0.0003368,              0.0003368,              0.0003368
                    422,                0.09939,                0.49273,                0.11139,                0.10197,                0.88164,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.93329,                0.21057,                0.50094,                0.09551,                0.18153,                0.48213,             0.00033284,             0.00033284,             0.00033284
                    423,                0.10754,                0.53555,                0.11273,                0.10686,                0.88894,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.93733,                 0.2099,                0.47123,                0.09599,                0.18048,                0.48503,             0.00032888,             0.00032888,             0.00032888
                    424,                0.10399,                0.48844,                 0.1165,                 0.1049,                0.89016,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.91935,                0.21764,                0.44949,                0.09809,                0.18624,                0.48542,             0.00032492,             0.00032492,             0.00032492
                    425,                0.10544,                 0.4869,                0.10753,                0.10249,                0.87436,                      1,                      1,                  0.995,                 0.9932,                      1,                      1,                  0.995,                0.92575,                0.22557,                0.41093,                0.09652,                0.17683,                0.49092,             0.00032096,             0.00032096,             0.00032096
                    426,                0.10501,                0.52579,                0.10928,                0.09988,                0.87623,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.93112,                0.21272,                0.45247,                0.09865,                0.18148,                0.47841,               0.000317,               0.000317,               0.000317
                    427,                0.10645,                 0.4908,                0.11077,                0.10312,                0.88209,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.9316,                0.21222,                0.43935,                0.09821,                0.18922,                0.48029,             0.00031304,             0.00031304,             0.00031304
                    428,                0.10287,                0.54091,                0.11023,                0.10096,                 0.8881,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                 0.9399,                0.20786,                  0.418,                0.09577,                0.19178,                0.47451,             0.00030908,             0.00030908,             0.00030908
                    429,                0.10898,                0.50803,                0.11072,                0.10293,                0.88922,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.93968,                0.21955,                0.40348,                0.09784,                 0.1926,                0.48338,             0.00030512,             0.00030512,             0.00030512
                    430,                0.09652,                0.45596,                0.10582,                0.09598,                0.88334,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.92689,                0.23038,                0.45007,                0.09627,                0.18503,                0.49132,             0.00030116,             0.00030116,             0.00030116
                    431,                0.10045,                0.47442,                0.10346,                0.09929,                0.88216,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.93524,                0.22021,                 0.3985,                0.09788,                0.17824,                0.48289,              0.0002972,              0.0002972,              0.0002972
                    432,                0.09606,                0.47741,                0.11215,                0.09547,                0.87724,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.94217,                0.21591,                0.38094,                0.09662,                0.18317,                0.48411,             0.00029324,             0.00029324,             0.00029324
                    433,                0.09202,                0.46413,                0.10828,                0.09282,                 0.8825,                      1,                      1,                  0.995,                0.99016,                      1,                      1,                  0.995,                0.94622,                0.24066,                0.35051,                0.09658,                0.18668,                0.49444,             0.00028928,             0.00028928,             0.00028928
                    434,                0.09933,                0.48046,                0.10619,                 0.0932,                0.88622,                      1,                      1,                  0.995,                0.98993,                      1,                      1,                  0.995,                0.94411,                0.22437,                  0.338,                0.09623,                0.18452,                0.48058,             0.00028532,             0.00028532,             0.00028532
                    435,                0.09744,                0.42613,                0.10826,                0.09419,                0.89294,                      1,                      1,                  0.995,                0.99087,                      1,                      1,                  0.995,                0.95007,                0.23439,                 0.3681,                0.09509,                0.18548,                0.49989,             0.00028136,             0.00028136,             0.00028136
                    436,                0.09255,                0.42792,                0.10278,                0.09199,                0.88342,                      1,                      1,                  0.995,                0.99128,                      1,                      1,                  0.995,                 0.9419,                0.22604,                0.39055,                0.09686,                0.19292,                0.49849,              0.0002774,              0.0002774,              0.0002774
                    437,                0.09347,                0.45955,                0.10886,                0.09275,                0.88632,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.94723,                0.22401,                0.39172,                0.09505,                0.19943,                0.48986,             0.00027344,             0.00027344,             0.00027344
                    438,                0.09593,                0.44266,                0.11022,                0.09566,                0.89177,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.94126,                0.21046,                0.38133,                0.09554,                0.20424,                0.46989,             0.00026948,             0.00026948,             0.00026948
                    439,                0.09285,                0.47157,                0.12087,                0.09453,                0.90008,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.94374,                0.20861,                0.38121,                0.09493,                0.19811,                  0.468,             0.00026552,             0.00026552,             0.00026552
                    440,                0.09459,                0.39332,                0.11319,                0.09153,                0.87923,                      1,                      1,                  0.995,                0.99328,                      1,                      1,                  0.995,                0.94748,                 0.2142,                0.42512,                0.09443,                0.20794,                0.47831,             0.00026156,             0.00026156,             0.00026156
                    441,                0.10263,                0.43943,                0.11406,                0.09805,                0.88935,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.95665,                 0.2189,                0.38793,                0.09306,                0.20136,                0.48238,              0.0002576,              0.0002576,              0.0002576
                    442,                0.09656,                0.41338,                0.11156,                0.09865,                0.87356,                      1,                      1,                  0.995,                0.99311,                      1,                      1,                  0.995,                0.95161,                 0.2257,                0.37489,                0.09401,                0.19328,                0.48811,             0.00025364,             0.00025364,             0.00025364
                    443,                0.09814,                 0.4392,                0.10834,                0.09408,                0.90344,                0.99853,                      1,                  0.995,                0.99317,                0.99853,                      1,                  0.995,                0.93917,                0.21932,                0.40753,                0.09405,                0.19149,                0.47888,             0.00024968,             0.00024968,             0.00024968
                    444,                0.10319,                0.41614,                0.11278,                0.09796,                0.88094,                0.99851,                      1,                  0.995,                0.99343,                0.99851,                      1,                  0.995,                0.94844,                 0.2236,                  0.362,                0.09267,                0.20839,                0.47607,             0.00024572,             0.00024572,             0.00024572
                    445,                0.09609,                0.40066,                0.10906,                0.10101,                0.87313,                0.99851,                      1,                  0.995,                0.99361,                0.99851,                      1,                  0.995,                 0.9442,                0.22663,                0.35244,                0.09292,                0.21659,                0.47858,             0.00024176,             0.00024176,             0.00024176
                    446,                0.09572,                0.42538,                0.11608,                0.09472,                0.85754,                0.99854,                      1,                  0.995,                 0.9937,                0.99854,                      1,                  0.995,                 0.9605,                0.21853,                0.32652,                0.09348,                0.21074,                0.47288,              0.0002378,              0.0002378,              0.0002378
                    447,                0.09815,                0.44617,                0.10655,                0.09662,                0.87435,                      1,                      1,                  0.995,                0.99204,                      1,                      1,                  0.995,                 0.9567,                0.20691,                0.35171,                0.09431,                0.21101,                0.47255,             0.00023384,             0.00023384,             0.00023384
                    448,                0.09305,                0.40332,                0.10963,                0.09296,                0.89427,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.94397,                0.21324,                0.36633,                0.09587,                0.20196,                 0.4779,             0.00022988,             0.00022988,             0.00022988
                    449,                0.09814,                0.43726,                0.11318,                0.09397,                0.87683,                      1,                      1,                  0.995,                0.99129,                      1,                      1,                  0.995,                0.94261,                0.21518,                0.36297,                0.09681,                0.18476,                0.47552,             0.00022592,             0.00022592,             0.00022592
                    450,                0.09668,                0.45535,                0.10811,                0.09479,                 0.8804,                      1,                      1,                  0.995,                   0.99,                      1,                      1,                  0.995,                0.93926,                0.20492,                0.39282,                0.09872,                0.17346,                0.46654,             0.00022196,             0.00022196,             0.00022196
                    451,                0.09836,                0.42261,                0.10243,                0.09738,                0.88162,                      1,                      1,                  0.995,                0.99064,                      1,                      1,                  0.995,                0.94839,                0.22373,                0.37999,                0.09841,                0.19084,                   0.48,               0.000218,               0.000218,               0.000218
                    452,                0.10073,                 0.4302,                0.10833,                0.09737,                0.87717,                      1,                      1,                  0.995,                0.99064,                      1,                      1,                  0.995,                0.94968,                0.23818,                0.37462,                0.10133,                0.19014,                0.49025,             0.00021404,             0.00021404,             0.00021404
                    453,                0.09237,                0.42192,                0.11112,                0.08986,                0.88571,                      1,                      1,                  0.995,                0.99116,                      1,                      1,                  0.995,                 0.9425,                0.22088,                0.33714,                0.10347,                0.18507,                0.47708,             0.00021008,             0.00021008,             0.00021008
                    454,                0.09844,                0.41132,                0.11136,                0.09148,                0.86651,                      1,                      1,                  0.995,                0.99128,                      1,                      1,                  0.995,                0.94428,                0.22392,                0.34547,                0.10297,                 0.1931,                0.48067,             0.00020612,             0.00020612,             0.00020612
                    455,                0.09596,                0.43314,                0.10562,                0.09266,                 0.8758,                      1,                      1,                  0.995,                0.99152,                      1,                      1,                  0.995,                 0.9338,                0.21887,                0.44036,                0.10083,                0.18903,                0.47807,             0.00020216,             0.00020216,             0.00020216
                    456,                0.09733,                0.40963,                0.10814,                0.09426,                0.87075,                      1,                      1,                  0.995,                0.99169,                      1,                      1,                  0.995,                0.93854,                 0.2202,                0.38141,                0.10291,                0.18899,                0.47876,              0.0001982,              0.0001982,              0.0001982
                    457,                0.09847,                0.41311,                0.10711,                0.09537,                0.89484,                      1,                      1,                  0.995,                0.99169,                      1,                      1,                  0.995,                 0.9395,                0.21299,                0.37353,                0.10293,                 0.1854,                0.47388,             0.00019424,             0.00019424,             0.00019424
                    458,                0.09339,                0.42673,                 0.1069,                0.09078,                 0.8754,                      1,                      1,                  0.995,                0.99205,                      1,                      1,                  0.995,                0.96968,                0.20974,                0.31018,                0.10122,                0.18191,                0.47083,             0.00019028,             0.00019028,             0.00019028
