                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.22614,                  2.291,                0.16287,                0.20447,                0.97961,                0.99841,                      1,                  0.995,                 0.9634,                0.93968,                0.94118,                0.94284,                0.54069,                0.37765,                  1.912,                0.15903,                0.31666,                0.65349,                 0.0016,                 0.0016,                 0.0016
                    103,                0.22992,                 2.0906,                0.16539,                0.20298,                0.96991,                0.99779,                      1,                  0.995,                0.93761,                 0.9391,                0.94118,                0.94935,                0.53777,                0.38096,                 2.4902,                0.13361,                0.30388,                0.66617,              0.0015961,              0.0015961,              0.0015961
                    104,                0.23223,                 2.4035,                0.16987,                0.19762,                0.97643,                0.99838,                      1,                  0.995,                0.98972,                0.96902,                0.97059,                0.96853,                0.44195,                0.31829,                 2.6413,                0.16307,                0.24531,                0.59155,              0.0015921,              0.0015921,              0.0015921
                    105,                0.21697,                 2.3451,                0.16331,                 0.1879,                0.96063,                0.99835,                      1,                  0.995,                0.95843,                0.96899,                0.97059,                0.95407,                0.55797,                0.32741,                 2.0414,                0.13867,                0.22781,                0.62495,              0.0015882,              0.0015882,              0.0015882
                    106,                0.22377,                 2.3763,                0.15855,                0.19293,                0.96807,                0.99759,                      1,                  0.995,                0.97673,                0.93891,                0.94118,                0.90573,                0.53956,                0.28098,                 1.6832,                0.16132,                0.24502,                0.58329,              0.0015842,              0.0015842,              0.0015842
                    107,                0.22462,                 2.2389,                0.16292,                0.21114,                0.97056,                0.99836,                      1,                  0.995,                0.96031,                0.96896,                0.97059,                0.97719,                0.50888,                0.38112,                 2.2166,                 0.1624,                0.32756,                0.72208,              0.0015802,              0.0015802,              0.0015802
                    108,                 0.2182,                 2.3038,                0.15814,                0.20224,                0.97996,                0.99809,                      1,                  0.995,                0.98667,                0.99809,                      1,                  0.995,                0.48409,                0.30241,                 2.4994,                0.13367,                0.25448,                0.62043,              0.0015763,              0.0015763,              0.0015763
                    109,                0.20573,                 2.1274,                0.15222,                0.19258,                0.94803,                0.99821,                      1,                  0.995,                 0.9855,                0.99821,                      1,                  0.995,                 0.5643,                0.31443,                 1.6845,                0.14298,                0.26454,                0.61922,              0.0015723,              0.0015723,              0.0015723
                    110,                0.22358,                 2.1755,                0.15408,                0.19644,                0.98609,                0.99839,                      1,                  0.995,                0.94795,                0.99839,                      1,                  0.995,                0.62059,                0.43914,                 1.6517,                0.14299,                0.29718,                0.73763,              0.0015684,              0.0015684,              0.0015684
                    111,                0.22113,                 1.9035,                0.15964,                0.20087,                0.94929,                0.99555,                      1,                  0.995,                0.98181,                 0.9667,                0.97059,                0.98043,                0.44327,                0.42314,                 1.7414,                0.14214,                0.25176,                0.72893,              0.0015644,              0.0015644,              0.0015644
                    112,                0.21542,                 1.8568,                0.15412,                0.18873,                0.95581,                0.99808,                      1,                  0.995,                0.96491,                0.99808,                      1,                  0.995,                0.55024,                0.36061,                 1.9596,                0.16964,                0.26319,                0.65853,              0.0015604,              0.0015604,              0.0015604
                    113,                0.23134,                 2.0488,                0.15201,                0.20021,                0.98378,                0.99846,                      1,                  0.995,                0.98441,                0.99846,                      1,                  0.995,                0.58386,                0.28632,                 1.5405,                0.15563,                0.30706,                0.59405,              0.0015565,              0.0015565,              0.0015565
                    114,                0.22021,                 2.0854,                0.15499,                0.19866,                0.98435,                0.99848,                      1,                  0.995,                0.98274,                0.99848,                      1,                  0.995,                0.56412,                0.30968,                 1.7411,                0.14896,                0.26783,                0.58669,              0.0015525,              0.0015525,              0.0015525
                    115,                0.21623,                 1.8462,                0.15624,                0.19784,                0.95067,                0.99847,                      1,                  0.995,                0.99105,                0.99847,                      1,                  0.995,                0.69552,                0.29473,                  1.451,                0.14209,                0.24642,                 0.5871,              0.0015486,              0.0015486,              0.0015486
                    116,                0.19754,                 1.7737,                0.15156,                0.18739,                0.94952,                0.99843,                      1,                  0.995,                0.98483,                0.99843,                      1,                  0.995,                0.46658,                0.33712,                 2.2865,                0.13723,                0.27624,                0.60534,              0.0015446,              0.0015446,              0.0015446
                    117,                 0.2073,                 2.0949,                 0.1476,                0.19417,                0.97412,                 0.9984,                      1,                  0.995,                0.98083,                 0.9984,                      1,                  0.995,                0.62794,                 0.3044,                 1.6135,                0.12762,                0.25759,                0.60188,              0.0015406,              0.0015406,              0.0015406
                    118,                0.21385,                 2.0393,                0.14948,                0.19573,                0.95097,                0.99846,                      1,                  0.995,                0.98194,                0.99846,                      1,                  0.995,                0.65797,                0.29233,                 1.7928,                0.14466,                0.34003,                0.60922,              0.0015367,              0.0015367,              0.0015367
                    119,                0.20455,                 1.9668,                0.14918,                0.18789,                0.95613,                      1,                      1,                  0.995,                0.97949,                0.97059,                0.97059,                0.96225,                0.64136,                 0.3139,                 1.3522,                0.12817,                0.26449,                0.63629,              0.0015327,              0.0015327,              0.0015327
                    120,                0.19989,                 1.8926,                0.15177,                0.18847,                0.94816,                0.99846,                      1,                  0.995,                0.99137,                0.99846,                      1,                  0.995,                0.65901,                0.30919,                 1.2443,                0.13515,                0.24492,                0.60801,              0.0015288,              0.0015288,              0.0015288
                    121,                0.22575,                 2.0405,                0.16293,                0.19687,                0.98511,                0.99842,                      1,                  0.995,                0.97792,                0.99842,                      1,                  0.995,                0.54342,                0.34904,                 1.3607,                0.14225,                0.28558,                0.67685,              0.0015248,              0.0015248,              0.0015248
                    122,                0.21266,                 1.7814,                0.15595,                0.19693,                0.97241,                0.99846,                      1,                  0.995,                0.98699,                0.96909,                0.97059,                0.98347,                0.56926,                0.33678,                 1.8938,                0.13368,                0.23391,                0.62709,              0.0015208,              0.0015208,              0.0015208
                    123,                0.21615,                 1.7434,                0.15594,                0.19999,                0.97397,                0.99847,                      1,                  0.995,                 0.9845,                0.99847,                      1,                  0.995,                0.51504,                0.31469,                 1.9958,                0.13589,                0.28403,                0.57927,              0.0015169,              0.0015169,              0.0015169
                    124,                0.23555,                 1.8511,                0.14368,                0.19465,                0.99067,                0.99842,                      1,                  0.995,                0.98259,                0.99842,                      1,                  0.995,                0.67789,                0.28426,                 1.1822,                0.13649,                0.23359,                0.58223,              0.0015129,              0.0015129,              0.0015129
                    125,                0.21403,                  1.787,                0.14805,                0.19352,                0.96012,                0.99839,                      1,                  0.995,                0.98984,                0.99839,                      1,                  0.995,                0.51336,                0.35235,                 2.1066,                0.13931,                 0.2504,                0.63273,               0.001509,               0.001509,               0.001509
                    126,                0.22525,                 1.9448,                0.14617,                0.19777,                0.96594,                0.99841,                      1,                  0.995,                0.98023,                0.93968,                0.94118,                0.93147,                0.51826,                0.35121,                 1.5505,                0.14394,                0.24752,                0.62346,               0.001505,               0.001505,               0.001505
                    127,                0.23639,                 2.4952,                0.15882,                 0.2041,                0.97583,                0.99834,                      1,                  0.995,                0.98601,                0.96898,                0.97059,                0.95782,                0.64667,                0.31195,                 1.4991,                 0.1458,                0.25999,                0.59211,               0.001501,               0.001501,               0.001501
                    128,                0.20004,                 2.0473,                0.14807,                0.19446,                0.96319,                0.99842,                      1,                  0.995,                0.98497,                0.96905,                0.97059,                0.96441,                0.54171,                 0.3435,                 1.7242,                0.13593,                0.22974,                0.64023,              0.0014971,              0.0014971,              0.0014971
                    129,                0.20324,                 1.8203,                0.15892,                0.18581,                0.95897,                0.99843,                      1,                  0.995,                0.98595,                0.96906,                0.97059,                0.96197,                0.50224,                0.32854,                 2.2961,                0.13019,                0.20483,                0.62465,              0.0014931,              0.0014931,              0.0014931
                    130,                 0.2044,                 1.7739,                0.14604,                0.18549,                0.96485,                0.99844,                      1,                  0.995,                0.95717,                0.99844,                      1,                  0.995,                0.72221,                0.37969,                  1.205,                0.13752,                0.23029,                0.65347,              0.0014892,              0.0014892,              0.0014892
                    131,                0.20313,                 1.8211,                0.14975,                 0.1904,                0.94708,                      1,                      1,                  0.995,                0.97494,                      1,                      1,                  0.995,                0.66919,                0.34949,                 1.4215,                0.13335,                0.19896,                0.63591,              0.0014852,              0.0014852,              0.0014852
                    132,                0.19079,                 1.7771,                0.15062,                0.18836,                0.94422,                      1,                      1,                  0.995,                0.96263,                      1,                      1,                  0.995,                0.70083,                0.40133,                 1.4053,                0.12634,                0.21994,                0.71311,              0.0014812,              0.0014812,              0.0014812
                    133,                0.21864,                 1.7619,                0.14471,                0.19931,                0.97717,                      1,                      1,                  0.995,                0.98181,                      1,                      1,                  0.995,                0.59667,                0.33295,                 1.4597,                0.13271,                0.22594,                 0.6185,              0.0014773,              0.0014773,              0.0014773
                    134,                0.20154,                 1.7245,                 0.1498,                0.18963,                0.96531,                      1,                      1,                  0.995,                 0.9734,                      1,                      1,                  0.995,                0.66175,                0.40557,                 1.5376,                0.13379,                0.25516,                0.69794,              0.0014733,              0.0014733,              0.0014733
                    135,                0.19457,                 1.6955,                0.15629,                0.18813,                0.93513,                0.99845,                      1,                  0.995,                0.97108,                0.99845,                      1,                  0.995,                0.70031,                0.40191,                 1.6133,                0.14204,                0.23962,                0.68901,              0.0014694,              0.0014694,              0.0014694
                    136,                0.19339,                 1.6865,                0.14756,                0.17646,                 0.9722,                0.99845,                      1,                  0.995,                0.98434,                0.99845,                      1,                  0.995,                0.73844,                 0.3486,                 1.1317,                0.14029,                0.23797,                0.66856,              0.0014654,              0.0014654,              0.0014654
                    137,                 0.1907,                 1.6104,                0.14027,                  0.174,                0.96209,                0.99845,                      1,                  0.995,                0.98223,                0.99845,                      1,                  0.995,                0.77201,                0.39173,                0.94144,                0.14263,                0.28621,                0.71239,              0.0014614,              0.0014614,              0.0014614
                    138,                0.18917,                 1.4419,                0.14537,                0.18029,                0.94947,                0.99848,                      1,                  0.995,                0.98628,                0.99848,                      1,                  0.995,                0.72643,                0.32328,                 1.1253,                0.13783,                0.21529,                 0.5996,              0.0014575,              0.0014575,              0.0014575
                    139,                0.18121,                 1.4968,                0.14584,                 0.1784,                0.93948,                0.99851,                      1,                  0.995,                0.98638,                0.99851,                      1,                  0.995,                0.68928,                0.37269,                 1.4808,                  0.131,                0.23192,                0.66503,              0.0014535,              0.0014535,              0.0014535
                    140,                0.18759,                 1.6114,                0.13891,                0.18055,                0.94938,                0.99848,                      1,                  0.995,                0.98538,                0.99848,                      1,                  0.995,                0.72349,                0.34124,                 1.2229,                0.13811,                0.24637,                 0.6226,              0.0014496,              0.0014496,              0.0014496
                    141,                0.19117,                 1.7709,                0.15671,                0.17858,                0.94854,                 0.9985,                      1,                  0.995,                0.97709,                 0.9985,                      1,                  0.995,                0.66313,                0.34943,                 1.5626,                0.14871,                0.29035,                0.66047,              0.0014456,              0.0014456,              0.0014456
                    142,                0.19333,                 1.7428,                0.14033,                0.17953,                0.94201,                0.99828,                      1,                  0.995,                0.98468,                0.99828,                      1,                  0.995,                0.57714,                0.32697,                 1.5833,                0.13789,                0.26093,                0.63137,              0.0014416,              0.0014416,              0.0014416
                    143,                0.19313,                 1.6102,                0.14774,                0.17785,                0.93578,                0.99712,                      1,                  0.995,                0.98995,                0.99712,                      1,                  0.995,                0.69707,                0.31589,                 1.4675,                0.13327,                0.22943,                0.60741,              0.0014377,              0.0014377,              0.0014377
                    144,                0.20459,                  1.735,                0.14478,                0.18278,                0.94507,                0.99827,                      1,                  0.995,                0.98047,                0.99827,                      1,                  0.995,                0.67316,                0.31074,                 1.5475,                0.16029,                0.25503,                0.59892,              0.0014337,              0.0014337,              0.0014337
                    145,                0.17273,                 1.6521,                0.14774,                0.17118,                0.94057,                      1,                      1,                  0.995,                 0.9786,                      1,                      1,                  0.995,                0.69257,                0.33158,                 1.4223,                0.13971,                0.25955,                  0.589,              0.0014298,              0.0014298,              0.0014298
                    146,                0.20021,                 1.8519,                0.14691,                 0.1765,                0.93235,                0.99848,                      1,                  0.995,                 0.9708,                0.99848,                      1,                  0.995,                0.66139,                0.30327,                 1.5658,                0.13172,                0.26111,                0.58077,              0.0014258,              0.0014258,              0.0014258
                    147,                 0.1845,                 1.7366,                 0.1523,                0.17889,                0.93322,                0.99845,                      1,                  0.995,                0.99247,                0.96909,                0.97059,                0.96739,                0.61528,                0.30382,                 1.6789,                0.13598,                0.24092,                0.57877,              0.0014218,              0.0014218,              0.0014218
                    148,                0.17278,                 1.8105,                0.13939,                0.16789,                 0.9207,                0.99846,                      1,                  0.995,                0.98945,                0.99846,                      1,                  0.995,                0.68671,                0.27899,                 1.4366,                0.12656,                0.21019,                0.55955,              0.0014179,              0.0014179,              0.0014179
                    149,                0.17135,                 1.7803,                0.14517,                0.16345,                 0.9467,                 0.9985,                      1,                  0.995,                0.98314,                 0.9985,                      1,                  0.995,                0.70891,                0.32444,                 1.0628,                0.12554,                0.25929,                0.62495,              0.0014139,              0.0014139,              0.0014139
                    150,                 0.1702,                 1.6327,                0.13976,                0.16468,                0.92154,                0.99848,                      1,                  0.995,                0.98713,                0.99848,                      1,                  0.995,                0.59032,                0.32199,                 1.3424,                0.13138,                0.23196,                0.61093,                0.00141,                0.00141,                0.00141
                    151,                0.18165,                 1.6582,                0.14327,                0.16157,                 0.9454,                      1,                      1,                  0.995,                0.98982,                      1,                      1,                  0.995,                0.53695,                0.30285,                 1.9669,                0.12569,                0.22183,                0.59374,               0.001406,               0.001406,               0.001406
                    152,                0.17214,                 1.4312,                0.14532,                 0.1632,                0.95645,                      1,                      1,                  0.995,                0.98218,                      1,                      1,                  0.995,                0.75391,                0.30697,                0.95693,                0.13777,                0.28273,                0.59316,               0.001402,               0.001402,               0.001402
                    153,                0.17701,                 1.4005,                 0.1476,                0.17657,                0.92746,                      1,                      1,                  0.995,                 0.9782,                      1,                      1,                  0.995,                0.71682,                0.30593,                 1.2359,                0.13004,                0.24153,                0.59495,              0.0013981,              0.0013981,              0.0013981
                    154,                0.18549,                 1.4333,                0.13892,                0.17167,                0.94522,                0.99844,                      1,                  0.995,                0.98031,                0.99844,                      1,                  0.995,                0.73372,                0.27801,                 1.1824,                0.13908,                0.20054,                0.55333,              0.0013941,              0.0013941,              0.0013941
                    155,                 0.1768,                 1.4166,                0.13736,                 0.1648,                0.93741,                0.99851,                      1,                  0.995,                0.98986,                0.99851,                      1,                  0.995,                0.76018,                0.36713,                 1.3664,                0.12259,                0.24786,                0.64854,              0.0013902,              0.0013902,              0.0013902
                    156,                0.18228,                 1.5108,                0.14014,                0.16592,                0.95023,                0.99849,                      1,                  0.995,                0.99033,                0.99849,                      1,                  0.995,                0.73645,                0.33388,                 1.2365,                0.12529,                0.23914,                0.62067,              0.0013862,              0.0013862,              0.0013862
                    157,                0.18048,                 1.3499,                0.14292,                 0.1707,                0.93992,                0.99847,                      1,                  0.995,                0.97824,                0.99847,                      1,                  0.995,                0.76451,                 0.3789,                 1.0498,                 0.1315,                 0.2688,                0.69034,              0.0013822,              0.0013822,              0.0013822
                    158,                0.19203,                  1.445,                0.13744,                 0.1779,                0.94443,                0.99842,                      1,                  0.995,                0.97569,                0.99842,                      1,                  0.995,                0.74921,                0.35777,                0.97213,                0.12504,                0.26012,                0.65205,              0.0013783,              0.0013783,              0.0013783
                    159,                0.18569,                 1.5066,                0.14685,                0.17516,                0.93266,                0.99821,                      1,                  0.995,                0.98255,                0.99821,                      1,                  0.995,                0.68337,                0.32678,                 1.3102,                0.13168,                0.29135,                0.62399,              0.0013743,              0.0013743,              0.0013743
                    160,                0.18473,                  1.402,                0.14087,                0.17483,                  0.922,                0.99853,                      1,                  0.995,                0.98704,                0.99853,                      1,                  0.995,                 0.7858,                 0.2666,                0.81841,                0.13359,                0.25374,                0.54117,              0.0013704,              0.0013704,              0.0013704
                    161,                0.17843,                  1.406,                0.14006,                0.17067,                0.92959,                      1,                      1,                  0.995,                0.98528,                      1,                      1,                  0.995,                0.70558,                0.29717,                 1.2886,                0.13432,                0.25086,                0.57428,              0.0013664,              0.0013664,              0.0013664
                    162,                0.18702,                 1.5398,                0.14078,                0.17267,                0.94981,                0.99844,                      1,                  0.995,                0.98289,                0.99844,                      1,                  0.995,                0.72542,                0.33619,                  1.322,                0.13746,                 0.2616,                 0.6368,              0.0013624,              0.0013624,              0.0013624
                    163,                0.18372,                  1.407,                0.14558,                0.16604,                0.93361,                0.99849,                      1,                  0.995,                0.98858,                0.99849,                      1,                  0.995,                0.78764,                0.36046,                0.96899,                0.14275,                0.27154,                0.64477,              0.0013585,              0.0013585,              0.0013585
                    164,                0.18697,                 1.3051,                0.14513,                0.17183,                0.92647,                0.99846,                      1,                  0.995,                0.98637,                0.99846,                      1,                  0.995,                0.76818,                0.30938,                 1.0877,                0.14648,                0.24361,                0.61724,              0.0013545,              0.0013545,              0.0013545
                    165,                0.17695,                 1.2811,                0.13605,                0.16304,                0.94149,                0.99847,                      1,                  0.995,                 0.9848,                0.99847,                      1,                  0.995,                0.76887,                  0.344,                  1.196,                0.13098,                0.22887,                0.63697,              0.0013506,              0.0013506,              0.0013506
                    166,                0.17691,                 1.3281,                 0.1387,                0.16761,                0.94049,                0.99846,                      1,                  0.995,                0.98218,                0.99846,                      1,                  0.995,                0.78771,                0.30559,                0.93183,                0.13896,                0.21083,                0.57819,              0.0013466,              0.0013466,              0.0013466
                    167,                0.17382,                  1.332,                0.14406,                 0.1616,                0.94144,                0.99829,                      1,                  0.995,                0.98835,                0.99829,                      1,                  0.995,                0.80674,                0.31435,                 0.9814,                0.13317,                0.25921,                0.60288,              0.0013426,              0.0013426,              0.0013426
                    168,                0.16954,                 1.3405,                0.14756,                0.15849,                0.93771,                0.99848,                      1,                  0.995,                0.99159,                0.99848,                      1,                  0.995,                0.80297,                0.33551,                0.84449,                0.13596,                0.20996,                0.61852,              0.0013387,              0.0013387,              0.0013387
                    169,                 0.1766,                 1.4803,                0.13631,                0.16436,                0.94656,                      1,                      1,                  0.995,                0.98111,                      1,                      1,                  0.995,                0.71723,                0.27957,                 1.3169,                0.13014,                0.24034,                 0.5952,              0.0013347,              0.0013347,              0.0013347
                    170,                0.17737,                 1.5361,                 0.1391,                0.16559,                0.95741,                0.99846,                      1,                  0.995,                0.98928,                0.99846,                      1,                  0.995,                0.75629,                0.33292,                 1.0631,                0.13349,                0.25948,                 0.6188,              0.0013308,              0.0013308,              0.0013308
                    171,                0.17694,                 1.5521,                0.14905,                0.16721,                0.93252,                0.99847,                      1,                  0.995,                0.99005,                0.99847,                      1,                  0.995,                0.80175,                0.32836,                0.99203,                0.13381,                0.23869,                0.62658,              0.0013268,              0.0013268,              0.0013268
                    172,                0.16924,                 1.3139,                0.13492,                0.16154,                0.93827,                0.99848,                      1,                  0.995,                 0.9877,                0.99848,                      1,                  0.995,                0.79201,                0.28803,                0.89792,                0.13131,                0.24422,                0.57597,              0.0013228,              0.0013228,              0.0013228
                    173,                0.16219,                 1.3094,                0.14409,                0.15276,                0.91619,                      1,                      1,                  0.995,                0.99087,                      1,                      1,                  0.995,                0.78018,                0.28852,                0.86832,                0.13065,                0.23279,                0.56484,              0.0013189,              0.0013189,              0.0013189
                    174,                0.15932,                 1.3507,                0.13773,                0.15852,                0.93076,                0.99846,                      1,                  0.995,                0.98721,                0.99846,                      1,                  0.995,                0.75444,                0.28124,                0.89564,                0.12716,                  0.257,                0.55976,              0.0013149,              0.0013149,              0.0013149
                    175,                 0.1665,                 1.3265,                0.14231,                0.15896,                0.94028,                      1,                      1,                  0.995,                0.97995,                      1,                      1,                  0.995,                0.69403,                0.31107,                 1.3423,                0.13613,                0.23928,                 0.5973,               0.001311,               0.001311,               0.001311
                    176,                0.16863,                   1.38,                0.13802,                0.15583,                0.92783,                0.99847,                      1,                  0.995,                 0.9814,                0.99847,                      1,                  0.995,                0.75745,                0.31177,                 1.1333,                0.12735,                0.22267,                0.57025,               0.001307,               0.001307,               0.001307
                    177,                0.19178,                 1.3908,                0.13764,                0.16836,                0.93137,                      1,                      1,                  0.995,                0.99032,                      1,                      1,                  0.995,                0.57906,                0.29628,                 1.9024,                 0.1505,                0.22941,                0.60174,               0.001303,               0.001303,               0.001303
                    178,                0.19671,                 1.4357,                0.14569,                0.16745,                0.92668,                0.99843,                      1,                  0.995,                0.98144,                0.99843,                      1,                  0.995,                0.70946,                0.27472,                 1.0804,                0.14088,                0.23922,                0.58774,              0.0012991,              0.0012991,              0.0012991
                    179,                0.17858,                 1.3656,                0.14414,                 0.1699,                0.93759,                0.99846,                      1,                  0.995,                0.98446,                0.99846,                      1,                  0.995,                 0.7582,                0.30534,                 1.0842,                 0.1304,                0.20825,                0.58174,              0.0012951,              0.0012951,              0.0012951
                    180,                0.17793,                 1.3948,                 0.1378,                0.16617,                0.93456,                      1,                      1,                  0.995,                0.99275,                      1,                      1,                  0.995,                0.79507,                0.29893,                0.81982,                0.13437,                0.22418,                0.57266,              0.0012912,              0.0012912,              0.0012912
                    181,                0.17287,                 1.2957,                0.13522,                0.16174,                0.92149,                      1,                      1,                  0.995,                0.98988,                      1,                      1,                  0.995,                0.74643,                0.28734,                0.85521,                0.13672,                0.21771,                0.58771,              0.0012872,              0.0012872,              0.0012872
                    182,                0.17899,                 1.3957,                0.13952,                0.15661,                0.94435,                      1,                      1,                  0.995,                0.98746,                      1,                      1,                  0.995,                0.76969,                0.32128,                 1.0132,                0.12746,                0.22562,                0.59211,              0.0012832,              0.0012832,              0.0012832
                    183,                0.17975,                 1.2358,                  0.134,                0.16322,                0.93771,                0.99845,                      1,                  0.995,                0.98909,                0.99845,                      1,                  0.995,                 0.6189,                 0.2983,                 1.5914,                 0.1364,                0.22252,                0.57846,              0.0012793,              0.0012793,              0.0012793
                    184,                0.16926,                 1.3328,                0.13346,                0.15916,                0.92966,                0.99841,                      1,                  0.995,                 0.9855,                0.99841,                      1,                  0.995,                0.78165,                0.29218,                0.89726,                 0.1237,                0.21156,                0.57469,              0.0012753,              0.0012753,              0.0012753
                    185,                0.17688,                 1.3954,                0.12872,                0.15539,                0.92485,                0.99809,                      1,                  0.995,                0.98806,                0.99809,                      1,                  0.995,                0.76008,                0.30203,                0.94323,                0.12556,                 0.2023,                 0.6047,              0.0012714,              0.0012714,              0.0012714
                    186,                0.17581,                 1.3126,                0.14605,                0.15755,                0.92507,                      1,                      1,                  0.995,                0.97829,                      1,                      1,                  0.995,                0.78337,                0.35381,                0.97429,                0.12259,                0.22406,                 0.6418,              0.0012674,              0.0012674,              0.0012674
                    187,                0.16498,                 1.2372,                0.14369,                0.15136,                0.91594,                      1,                      1,                  0.995,                0.97375,                      1,                      1,                  0.995,                0.81617,                0.32525,                0.97238,                 0.1272,                0.22837,                0.61268,              0.0012634,              0.0012634,              0.0012634
