,frame,track_id,x,y,team
0,0,0,34.598808534329216,47.23734437308609,0
1,0,1,65.34536779065151,47.36398043727381,1
2,0,2,44.95738291450835,58.329745924194725,0
3,0,3,56.908304144243665,54.67449102755613,0
4,0,4,64.83542541900495,54.62542246116857,1
5,0,5,52.75530317741914,53.09132860438117,1
6,0,6,57.98201592953766,46.24548433442189,0
7,0,7,63.854482806264905,37.22711549113097,1
8,0,8,32.777906071598075,29.049747569654983,0
9,0,9,63.76148206831953,16.624061995041437,1
10,0,10,44.912170177957584,39.05852960056067,0
11,0,11,36.85059839673548,15.943650118349147,0
12,0,12,52.8085083181054,19.838592862017713,0
13,0,13,48.021634710817466,25.64354158866505,1
14,0,14,42.52137444607623,39.976604692020715,1
15,0,15,52.822038576515055,33.52120957522416,1
16,0,16,62.54660493109171,7.145072342818516,0
17,0,17,51.203815287271624,46.47683642508558,1
18,0,18,31.294656705059612,71.8600653321159,0
19,0,19,64.89863513881235,28.458387923182073,1
20,1,0,34.596176641266254,47.16439927008844,0
21,1,1,65.33936716999621,47.32127391997268,1
22,1,2,56.90742271405677,54.59814919340443,0
23,1,3,44.95650386384402,58.28065065308735,0
24,1,4,64.82516538982438,54.59217631797301,1
25,1,5,52.73274050027204,53.14653320560694,1
26,1,6,57.976500240980975,46.20715779140324,0
27,1,7,63.851113410167386,37.19640504096043,1
28,1,8,32.75466180930099,29.04677049872054,0
29,1,9,63.75163590370737,16.60661938625796,1
30,1,10,44.91204286952505,39.032284365909675,0
31,1,11,52.80435237959946,19.836251870094053,0
32,1,12,36.84981835097492,15.939963548372177,0
33,1,13,48.019271309122225,25.595234449285734,1
34,1,14,42.50698022327887,39.93394701015735,1
35,1,15,62.53967247316313,7.123221866131836,0
36,1,16,51.20183431489172,46.41846579615898,1
37,1,17,31.281799911999613,71.81757390400197,0
38,1,18,52.822644221284804,33.51253345015812,1
39,1,19,64.89960511485978,28.445341085607353,1
40,2,0,34.529417234842285,47.13363734676038,0
41,2,1,65.22613473210353,47.259185817102285,1
42,2,2,52.71784707307242,52.89896579230274,1
43,2,3,44.99471262995251,58.227023766603665,0
44,2,4,63.826070452500204,37.18743357813068,1
45,2,5,32.78736475533047,29.0981481094247,0
46,2,6,57.90922470928538,46.15197890346238,0
47,2,7,63.753095170256266,16.576538995510866,1
48,2,8,44.95552258867657,39.067245514194624,0
49,2,9,51.17768272414589,46.49814338325143,1
50,2,10,52.76983857352309,33.21713566002872,1
51,2,11,52.790629349205524,19.642907435799607,0
52,2,12,36.835613796318846,15.937789371028266,0
53,2,13,64.7888275696986,28.29754957599406,1
54,2,14,48.07409869532304,25.64474443731749,1
55,2,15,64.70723325556735,54.35067129919672,1
56,2,16,62.54123857781281,7.002800762096037,0
57,2,17,56.87023383619782,54.60834677166126,0
58,2,18,42.48167519933975,39.934219396109256,1
59,2,19,31.375531170714087,71.7855007672749,0
60,3,0,34.464051514045074,47.15926198753861,0
61,3,1,65.19775644193875,47.174591156040464,1
62,3,2,52.78698895583353,52.850678811850145,1
63,3,3,56.946563259619815,54.592616109526745,0
64,3,4,57.90575759543916,46.18856398792404,0
65,3,5,48.132330507965335,25.703681380758006,1
66,3,6,64.8144050102057,28.34437946425532,1
67,3,7,64.70342014258945,54.47983424239385,1
68,3,8,52.78887200566901,19.5781122978173,0
69,3,9,45.034840981977545,39.117884190607704,0
70,3,10,63.810948211030826,16.592976437727977,1
71,3,11,36.89427026138547,16.018503448990295,0
72,3,12,51.196691556133565,46.18576528466174,1
73,3,13,45.06022782062198,58.227757623203125,0
74,3,14,62.593395604324435,6.929666370369127,0
75,3,15,52.74083391547261,33.15610377083561,1
76,3,16,32.929357389917044,29.032614144559226,0
77,3,17,63.842568048678984,37.17723452941078,1
78,3,18,60.092905470896035,30.04097916078525,0
79,3,19,42.522862569844975,39.78833122109599,1
80,4,0,34.591314486583364,47.140235656265645,0
81,4,1,57.082821631368006,55.12600389960838,0
82,4,2,52.99818558988844,53.11303838785781,1
83,4,3,63.04209590822941,52.98399385352063,0
84,4,4,63.612151533700654,36.71639881326591,1
85,4,5,48.266771510903155,25.16324602561842,1
86,4,6,52.7346170784691,19.142406873686028,0
87,4,7,64.43942893826387,27.866305948358132,1
88,4,8,65.14837946058012,47.269186392662675,1
89,4,9,45.20390659922771,38.786441992734396,0
90,4,10,37.3634215666583,15.538891146087686,0
91,4,11,57.897160722335094,46.14539016291301,0
92,4,12,63.35883837743139,16.241649871246025,1
93,4,13,33.28262756422349,28.660762680133914,0
94,4,14,62.040520470787584,6.660897374410283,0
95,4,15,51.267780434001665,46.328985336752396,1
96,4,16,45.208412928754406,58.83548026960294,0
97,4,17,59.872244862951355,29.68830865471488,0
98,5,0,57.12980691404834,54.984822365870755,0
99,5,1,45.2164647202047,59.0083518878603,0
100,5,2,65.07913115792822,47.11900515234406,1
101,5,3,63.009819982592255,52.95437113411298,0
102,5,4,53.11162140330594,53.843031935085435,1
103,5,5,52.742789881835996,19.06503048427861,0
104,5,6,37.388133397017434,15.6775832714753,0
105,5,7,64.43488886797012,27.90151551391049,1
106,5,8,33.393347831962394,28.500241721254994,0
