frame,track_id,x,y,team
1,1,34.598808534329216,47.23734437308609,0
1,2,65.34536779065151,47.36398043727381,1
1,3,44.95738291450835,58.329745924194725,0
1,4,56.908304144243665,54.67449102755613,0
1,5,64.83542541900495,54.62542246116857,1
1,6,52.75530317741914,53.09132860438117,1
1,7,57.98201592953766,46.24548433442189,0
1,8,63.854482806264905,37.22711549113097,1
1,9,32.777906071598075,29.049747569654983,0
1,10,63.76148206831953,16.624061995041437,1
1,11,44.912170177957584,39.05852960056067,0
1,12,36.85059839673548,15.943650118349147,0
1,13,52.8085083181054,19.838592862017713,0
1,14,48.021634710817466,25.64354158866505,1
1,15,42.52137444607623,39.976604692020715,1
1,16,52.822038576515055,33.52120957522416,1
1,17,62.54660493109171,7.145072342818516,0
1,18,51.203815287271624,46.47683642508558,1
1,19,31.294656705059612,71.8600653321159,0
1,20,64.89863513881235,28.458387923182073,1
2,1,34.596176641266254,47.16439927008844,0
2,2,65.33936716999621,47.32127391997268,1
2,4,56.90742271405677,54.59814919340443,0
2,3,44.95650386384402,58.28065065308735,0
2,5,64.82516538982438,54.59217631797301,1
2,6,52.73274050027204,53.14653320560694,1
2,7,57.976500240980975,46.20715779140324,0
2,8,63.851113410167386,37.19640504096043,1
2,9,32.75466180930099,29.04677049872054,0
2,10,63.75163590370737,16.60661938625796,1
2,11,44.91204286952505,39.032284365909675,0
2,13,52.80435237959946,19.836251870094053,0
2,12,36.84981835097492,15.939963548372177,0
2,14,48.019271309122225,25.595234449285734,1
2,15,42.50698022327887,39.93394701015735,1
2,17,62.53967247316313,7.123221866131836,0
2,18,51.20183431489172,46.41846579615898,1
2,19,31.281799911999613,71.81757390400197,0
2,16,52.822644221284804,33.51253345015812,1
2,20,64.89960511485978,28.445341085607353,1
3,1,34.529417234842285,47.13363734676038,0
3,2,65.22613473210353,47.259185817102285,1
3,6,52.71784707307242,52.89896579230274,1
3,3,44.99471262995251,58.227023766603665,0
3,8,63.826070452500204,37.18743357813068,1
3,9,32.78736475533047,29.0981481094247,0
3,7,57.90922470928538,46.15197890346238,0
3,10,63.753095170256266,16.576538995510866,1
3,11,44.95552258867657,39.067245514194624,0
3,18,51.17768272414589,46.49814338325143,1
3,16,52.76983857352309,33.21713566002872,1
3,13,52.790629349205524,19.642907435799607,0
3,12,36.835613796318846,15.937789371028266,0
3,20,64.7888275696986,28.29754957599406,1
3,14,48.07409869532304,25.64474443731749,1
3,5,64.70723325556735,54.35067129919672,1
3,17,62.54123857781281,7.002800762096037,0
3,4,56.87023383619782,54.60834677166126,0
3,15,42.48167519933975,39.934219396109256,1
3,19,31.375531170714087,71.7855007672749,0
4,1,34.464051514045074,47.15926198753861,0
4,2,65.19775644193875,47.174591156040464,1
4,6,52.78698895583353,52.850678811850145,1
4,4,56.946563259619815,54.592616109526745,0
4,7,57.90575759543916,46.18856398792404,0
4,14,48.132330507965335,25.703681380758006,1
4,20,64.8144050102057,28.34437946425532,1
4,5,64.70342014258945,54.47983424239385,1
4,13,52.78887200566901,19.5781122978173,0
4,11,45.034840981977545,39.117884190607704,0
4,10,63.810948211030826,16.592976437727977,1
4,12,36.89427026138547,16.018503448990295,0
4,18,51.196691556133565,46.18576528466174,1
4,3,45.06022782062198,58.227757623203125,0
4,17,62.593395604324435,6.929666370369127,0
4,16,52.74083391547261,33.15610377083561,1
4,9,32.929357389917044,29.032614144559226,0
4,8,63.842568048678984,37.17723452941078,1
4,21,60.092905470896035,30.04097916078525,0
4,15,42.522862569844975,39.78833122109599,1
5,1,34.591314486583364,47.140235656265645,0
5,4,57.082821631368006,55.12600389960838,0
5,6,52.99818558988844,53.11303838785781,1
5,22,63.04209590822941,52.98399385352063,0
5,8,63.612151533700654,36.71639881326591,1
5,14,48.266771510903155,25.16324602561842,1
5,13,52.7346170784691,19.142406873686028,0
5,20,64.43942893826387,27.866305948358132,1
5,2,65.14837946058012,47.269186392662675,1
5,11,45.20390659922771,38.786441992734396,0
5,12,37.3634215666583,15.538891146087686,0
5,7,57.897160722335094,46.14539016291301,0
5,10,63.35883837743139,16.241649871246025,1
5,9,33.28262756422349,28.660762680133914,0
5,17,62.040520470787584,6.660897374410283,0
5,18,51.267780434001665,46.328985336752396,1
5,3,45.208412928754406,58.83548026960294,0
5,21,59.872244862951355,29.68830865471488,0
6,4,57.12980691404834,54.984822365870755,0
6,3,45.2164647202047,59.0083518878603,0
6,2,65.07913115792822,47.11900515234406,1
6,22,63.009819982592255,52.95437113411298,0
6,6,53.11162140330594,53.843031935085435,1
6,13,52.742789881835996,19.06503048427861,0
6,12,37.388133397017434,15.6775832714753,0
6,20,64.43488886797012,27.90151551391049,1
6,9,33.393347831962394,28.500241721254994,0
6,14,48.360443695889614,25.31204790123917,1
6,8,63.597032501785634,36.59052086819051,1
6,1,34.683486000812636,47.161960634282465,0
6,18,51.3012673300546,46.397657434125875,1
6,17,62.02599418913262,6.67771612834143,0
6,11,45.288171672455256,38.731891486789664,0
6,16,52.69279703590812,32.39161037740188,1
6,5,64.72817103569348,54.519741043781366,1
6,10,63.3628231374608,16.383258197186557,1
6,21,59.85847561620834,29.858952797643596,0
6,15,42.755216117238305,39.28096686373729,1
7,3,45.29477358136037,58.75607731768905,0
7,1,34.669408708119626,46.99994939956839,0
7,4,57.156570837034415,54.71261437494601,0
7,2,65.04313321762636,46.77808109847318,1
7,12,37.43943126486176,15.6851563916209,0
7,6,53.191694947378494,53.548517568021424,1
7,18,51.35387400925924,45.70866853997862,1
7,13,52.759296433102115,18.748394973964913,0
7,16,52.65889983331985,32.49857365882383,1
7,15,42.78923204596864,39.06927172826943,1
7,17,62.04502336612288,6.7082837986822526,0
7,22,62.986108889710515,52.759474915733634,0
7,9,33.47275287683187,28.308919797729068,0
7,5,64.74287414334407,54.70411652113701,1
7,14,48.481333860471736,25.086470659865547,1
7,11,45.34701692172191,38.49274773258392,0
7,20,64.45542869050657,27.868793163523804,1
7,10,63.40777316461758,16.256523199664166,1
7,8,63.61350512907895,36.316203056044884,1
7,21,59.91823222922812,29.903916199210258,0
8,3,45.29675376260951,58.77787741906746,0
8,1,34.67848636826529,47.005995039074875,0
8,4,57.16452097108747,54.7119160223221,0
8,2,65.04902883585899,46.76291822608488,1
8,12,37.461976420717335,15.669785888916387,0
8,6,53.19916773721069,53.54942148410507,1
8,18,51.36121644350022,45.708906664098464,1
8,15,42.80076026375471,39.055323436870026,1
8,16,52.66936596161155,32.51130880856698,1
8,13,52.76678621708181,18.706524851062042,0
8,17,62.04982303565515,6.685258333539998,0
8,9,33.492851810398044,28.287155572736417,0
8,5,64.75147796308885,54.69017440439306,1
8,14,48.49142076784939,25.064983349461777,1
8,22,63.00124006013514,52.7981568039153,0
8,11,45.35489676170649,38.48289813692496,0
8,20,64.45957092452068,27.83911404068774,1
8,10,63.41180508306196,16.238237416484807,1
8,8,63.62154126038393,36.30054929878372,1
8,21,59.92164504888398,29.86720427214088,0
9,3,45.44382824519183,58.55980625747046,0
9,2,65.15770805413739,46.60178151494093,1
9,13,52.83045312614954,19.007269398249804,0
9,15,42.84792350347967,38.78440598773404,1
9,12,37.544227554318226,15.656147005538628,0
9,17,62.109512679241895,6.769959830925636,0
9,4,57.26138692639863,54.270892924532276,0
9,1,34.698729080552745,46.88879655132713,0
9,18,51.44009865699648,45.152575415117205,1
9,9,33.578110177767435,28.185288479543097,0
9,5,64.80060484272231,54.33002908824215,1
9,7,57.92030468530166,45.46725429836022,0
9,20,64.52568835031241,27.858517370048666,1
9,14,48.6090579249709,25.005133238679377,1
9,8,63.69776055492608,36.17512223203261,1
9,21,60.02507884297228,30.152362257308575,0
9,11,45.47585617443364,38.45329715456796,0
9,10,63.46801397011816,16.25579197002571,1
9,16,52.697100931200055,32.48718469982183,1
10,2,65.13087744406332,46.33274950212197,1
10,3,45.54408550542265,58.48551685138132,0
10,4,57.32442485041599,54.172467781340714,0
10,12,37.57864062498426,15.572602515428486,0
10,17,62.16108225227389,6.7588020166183185,0
10,13,52.833357236415154,18.87308881779809,0
10,5,64.82285992043506,53.959855390567526,1
10,15,42.83520837253447,38.686033653634226,1
10,8,63.70123260111547,36.03902043800165,1
10,9,33.61494310182435,27.97920466126714,0
10,14,48.67220900787153,25.107028612150323,1
10,10,63.51584985474175,16.306823724577214,1
10,18,51.47181994408813,44.83575146416692,1
10,21,60.01573398511435,30.159331459015235,0
10,7,57.95075958979459,45.46663819562575,0
10,20,64.49495063783793,27.700724713460545,1
10,11,45.45239476235434,38.22996591856256,0
11,4,57.403820176531454,54.096751986011164,0
11,3,45.77208786930626,58.48313724073472,0
11,2,65.13516892618767,46.47724260322846,1
11,12,37.68192485234746,15.734575717099375,0
11,1,34.84985342945349,46.53154218547226,0
11,9,33.720334722822194,28.2067162285843,0
11,17,62.28878125877375,6.921606355796904,0
11,10,63.585354043677455,16.499417278840163,1
11,14,48.81814894829421,25.28742204145589,1
11,8,63.73752441649726,36.2302210530435,1
11,20,64.48472912133043,27.840250375629637,1
11,15,42.9159058624483,38.97964889542311,1
11,18,51.617132899922794,44.895019145323246,1
11,21,60.10622642173542,30.42307681792215,0
11,13,52.89957682708362,18.946660393472627,0
11,11,45.658420647146144,38.52844535574265,0
11,22,62.996017942390395,52.51169486286504,0
11,6,53.529029467242154,52.77146153030775,1
11,7,58.018028857524065,45.41555525855007,0
11,5,64.83917788876174,54.31161270107603,1
12,2,65.26395045837941,46.29388954074771,1
12,4,57.566710148285836,53.80009999017934,0
12,3,46.00517263252448,58.48721316725617,0
12,1,34.91112512010047,46.42997534291012,0
12,9,33.818896981506136,28.168776547676153,0
12,20,64.56501250586477,27.671638265866633,1
12,11,45.79299795952394,38.468328028570994,0
12,22,63.11000735593887,52.451314786074256,0
12,14,49.00099245487684,25.189938364602426,1
12,17,62.39119307562483,6.90248840712173,0
12,10,63.64194170235501,16.423585081798322,1
12,12,37.79689543760544,15.61572846116777,0
12,13,52.982348440534956,18.646179717495663,0
12,21,60.22995263142618,30.347653570670758,0
12,8,63.84969939078596,36.200219303887515,1
12,7,58.120064841699055,45.365602687397214,0
12,6,53.77357172752486,52.788566492977615,1
12,15,43.0328211529403,39.040883290469004,1
12,18,51.793055888102565,45.385853929422275,1
12,16,52.90828393313706,32.09706150207736,1
13,2,65.27020068189553,46.28925617767919,1
13,4,57.569522894492685,53.80279610488789,0
13,3,46.001203718342595,58.49247109326954,0
13,1,34.90442618552185,46.42806161786413,0
13,9,33.815920972780056,28.16004983797187,0
13,20,64.56929601111462,27.66180449807868,1
13,22,63.116133192884426,52.45015334861433,0
13,11,45.79223767856036,38.4627731399799,0
13,14,49.001942851483484,25.183894670043287,1
13,17,62.39303857077876,6.897345266627482,0
13,10,63.64521043301867,16.41671116148902,1
13,12,37.80012654256762,15.598068968541149,0
13,13,52.98448361547742,18.638654210400546,0
13,21,60.23364957424672,30.34011976587474,0
13,8,63.8545076910391,36.19311108200259,1
13,6,53.77142653484316,52.74826731893461,1
13,7,58.12461534013168,45.36231195724362,0
13,15,43.03072589762193,39.03288437217759,1
13,18,51.79358717281073,45.39070245118998,1
13,16,52.90880714995092,32.08717954333338,1
14,1,34.85776835652495,46.36097029203865,0
14,2,65.34867447807329,46.203669916353064,1
14,10,63.761970069602164,16.343331690556504,1
14,12,37.66300713570418,15.451751748732704,0
14,14,49.183264611914886,25.010997381320486,1
14,9,33.641333210749266,28.102548207459158,0
14,13,53.04059830721672,18.48408227025432,0
14,17,62.63691797466487,6.6027733286333685,0
14,16,52.96131535012256,31.61493261311802,1
14,11,45.96613635381383,38.65997254715492,0
14,20,64.68117993778547,27.446536018624933,1
14,7,58.271544706223466,45.51992353461622,0
14,21,60.36923685886503,30.393525878254685,0
14,8,64.05934973989439,36.23910201497517,1
14,3,46.295112894875224,58.56319729923921,0
14,22,63.23220246418688,52.49412452939079,0
14,4,57.780855163242286,53.80022795662705,0
14,5,65.09308176810974,53.9239037827858,1
14,18,51.99857741402392,44.88779812251389,1
15,1,34.83555590415059,46.40739197951282,0
15,2,65.34358157853625,46.158348621012195,1
15,10,63.756505676631676,16.332527161805395,1
15,12,37.652817709770396,15.45250186357714,0
15,9,33.62779059601116,28.114635902706333,0
15,14,49.17237722933168,24.99374993373307,1
15,13,53.036170652296335,18.480795096358023,0
15,17,62.637885528077405,6.598012068065465,0
15,16,52.95287258090374,31.61424511772681,1
15,11,45.96015662505713,38.621450640440344,0
15,20,64.671975960012,27.44168089582059,1
15,7,58.26525943012795,45.50619705596749,0
15,21,60.371401333027784,30.39951899613461,0
15,8,64.06306325878819,36.236137837995415,1
15,22,63.22912802359178,52.482356882747034,0
15,3,46.28196602019274,58.58843405081564,0
15,4,57.77038991830244,53.75986300784019,0
15,5,65.09086523965757,53.93015266546861,1
16,1,34.90055422660857,46.24805674460504,0
16,12,37.708076476450394,15.44186359735405,0
16,10,63.806740031659686,16.3414220652761,1
16,14,49.306251784840214,24.9166140639406,1
16,13,53.08442766350884,18.277421302133405,0
16,17,62.734689620962506,6.581420026721517,0
16,5,65.15047817211985,53.84581374223173,1
16,11,46.08247675210951,38.537393035552796,0
16,7,58.34413369851689,45.6142725145384,0
16,2,65.42807178578863,46.34547785898944,1
16,21,60.4321191127671,30.512692296261193,0
16,9,33.696048224929356,28.173263902467255,0
16,8,64.11187160168298,36.23535658175611,1
16,16,52.95929793102139,31.38039250007416,1
17,5,65.13335112272078,53.64912021204036,1
17,2,65.37264134238549,46.22976911078563,1
17,11,46.11531876725424,38.40255218928787,0
17,14,49.333184472166074,24.90797214086634,1
17,17,62.76935635705792,6.405347674316253,0
17,10,63.81884681393384,16.264202984493735,1
17,12,37.72737401424764,15.28863294779294,0
17,8,64.06808084102818,35.996452625377046,1
17,6,54.17757041390881,52.994653677349376,1
17,7,58.311499668731,45.39855003995537,0
17,13,53.032041372267834,18.003477615028544,0
17,1,34.818884051645874,46.215174043827545,0
17,21,60.39597496413417,30.420951130732455,0
17,20,64.67520611706142,27.295271581202087,1
17,18,52.076514187093615,44.81482283023007,1
17,16,52.96190575677668,31.289217412436734,1
17,15,43.173252374731206,38.87952063453827,1
18,2,65.34300581250746,46.35960358300059,1
18,1,34.89424667010539,46.187006725578286,0
18,11,46.17090736216019,38.598649729939346,0
18,14,49.39626508030031,24.979911464407003,1
18,8,64.0876911759023,36.10171887759006,1
18,13,53.054514806755165,17.961845268333946,0
18,7,58.30852864066692,45.32607999519376,0
18,21,60.393731293351784,30.564746687906464,0
18,12,37.76713434908744,15.394459767547609,0
18,17,62.80395659890502,6.378820126673688,0
18,10,63.828923394613504,16.298602861258914,1
18,22,63.14464011467203,52.52787956838938,0
18,18,52.16476918528669,44.68826663385515,1
18,6,54.21905522829632,53.05721354026582,1
18,15,43.29817428437508,38.90213468561461,1
18,5,65.10621794110793,53.703472555072466,1
18,16,52.98498690895521,31.496334102330152,1
19,2,65.35309329081937,46.32260297284239,1
19,1,34.88950472722311,46.08830156999615,0
19,6,54.28212920714304,52.70967594493533,1
19,11,46.26496815015404,38.54230896510858,0
19,14,49.48665648179456,24.901813974877605,1
19,8,64.07526760903336,35.89369499557529,1
19,7,58.32364639378633,45.27419263341038,0
19,22,63.14682092990869,52.47311340219285,0
19,17,62.82711032745179,6.3542592749298805,0
19,10,63.882876364043454,16.336185931393906,1
19,18,52.24802102274649,44.26169571151452,1
19,12,37.85124552527227,15.315694143048908,0
19,13,53.06701383868445,17.820841011948183,0
19,15,43.35093500958918,38.77674057661363,1
19,5,65.11836291488216,53.88171868006751,1
19,9,33.822217419188085,28.134632884254565,0
19,21,60.42713173706122,30.656221404424265,0
19,4,57.96657535314338,53.79399310786454,0
20,2,65.36357432511878,46.32632479024508,1
20,1,34.87383967356959,46.06902145713312,0
20,6,54.2830409759176,52.72221516270479,1
