,frame,track_id,x,y,team
0,1,87,8.719847980306998,23.26774456824411,0
1,1,88,45.8793219597168,5.532414538186558,1
2,1,89,59.21897818425807,-2.166889761538144,0
3,1,90,-10.498013864307392,51.51803775231279,1
4,1,91,62.34452720837809,27.960696847077408,1
5,1,92,15.086102186112564,8.281720792616575,1
6,1,93,53.561257597924076,46.67556275185338,0
7,1,94,94.31942092832622,18.363772657861524,0
8,1,95,0.31948452451011006,61.422630328018776,0
9,1,96,131.8661396052541,66.36202084794763,0
10,2,87,10.542961112148136,23.04976757835349,0
11,2,90,-8.280371896592737,52.57265385084915,1
12,2,89,60.43260298411971,-3.3904537404016537,0
13,2,88,47.353951932340244,4.583039261566789,1
14,2,93,56.050335089927145,46.95772595658232,0
15,2,94,95.74875175027522,17.819163528385566,0
16,2,92,16.77722636000346,7.453410075564392,1
17,2,91,64.66158652989812,27.445100578018696,1
18,2,95,2.5103647682799988,62.91598747133781,0
19,2,96,133.92270048970272,66.81196765982342,0
20,3,87,15.062660943945918,22.610354697913095,0
21,3,89,61.92251146449646,-3.9121198846007275,0
22,3,93,58.609537282374404,46.66789940683689,0
23,3,92,21.025799828549264,7.254818251410988,1
24,3,90,-3.1055506600132943,52.02362380768007,1
25,3,88,49.64483625836024,4.202335336478555,1
26,3,94,96.66036197851334,16.723051983616983,0
27,3,97,97.00481190879205,31.35006789483026,1
28,3,95,6.050486196370558,63.30384847082521,0
29,3,91,67.27274934116363,26.876654985258348,1
30,4,89,62.121114496719706,-3.5489441544743414,0
31,4,87,16.77152015540828,22.60374156759064,0
32,4,93,59.50057349596261,46.0129983520743,0
33,4,88,50.23204719633831,4.470684918413937,1
34,4,92,22.072897867315422,7.49788313391673,1
35,4,90,-0.48157248081789394,51.62093832340386,1
36,4,94,96.2387870041724,17.007255931575948,0
37,4,91,68.13497134804814,26.794684567150384,1
38,4,95,8.425469688844464,62.591190426231364,0
39,4,97,97.35445344825382,31.229439053552596,1
40,5,89,61.49663378864554,-2.522586088023985,0
41,5,88,50.12427746677738,5.479739867764685,1
42,5,87,18.47949812637981,23.01445359638977,0
43,5,93,59.000087550883705,45.57633293448484,0
44,5,92,22.98166238136413,8.494019431535605,1
45,5,91,67.76753428526733,27.136369249889327,1
46,5,90,2.6034643551602366,50.679604935728975,1
47,5,97,96.18628318421193,31.681854690101346,1
48,5,94,94.55629123742334,17.951835088497432,0
49,5,95,11.183180815878739,60.56563270244261,0
50,6,89,61.02625213712317,-2.843402658262832,0
51,6,88,49.40103114268608,5.206125673841264,1
52,6,87,17.203524988583016,22.727224973182928,0
53,6,93,58.05318135171071,45.91083500622415,0
54,6,90,0.27746172910008926,50.7182823611453,1
55,6,92,21.663789779136295,8.337007738141573,1
56,6,91,67.69922835392808,26.715008340218823,1
57,6,97,97.25093561375546,31.728963892289798,1
58,6,95,8.038226940013804,61.30745410391309,0
59,6,94,94.77364719249029,17.724324497730684,0
60,7,89,61.00733892564305,-2.7504575951701185,0
61,7,88,49.62548375462114,5.347967290966345,1
62,7,87,17.979842944661815,22.842810669149628,0
63,7,93,58.26759812121224,45.99950335682156,0
64,7,90,1.1938738339951767,50.9851423119314,1
65,7,92,22.077746875067465,8.629034864697608,1
66,7,95,8.335173643786456,61.54963686062201,0
67,7,97,97.78033618023024,31.791747910277643,1
68,7,91,68.34756597390944,26.770546558127307,1
69,7,94,94.81502344147337,17.80718127715921,0
70,8,88,50.24074045625337,5.690688629107328,1
71,8,89,61.27173742986572,-2.3656954462098128,0
72,8,97,98.10324302134102,32.14626642576455,1
73,8,93,59.2246400362208,46.272203529831614,0
74,8,92,23.248655410134287,8.975995460457497,1
75,8,87,19.666777894108325,23.192571701986473,0
76,8,90,3.825786785939316,50.9250212489645,1
77,8,95,10.468396871023545,61.534758335628474,0
78,8,94,94.61547715237809,18.324976079300832,0
79,8,91,69.56279518467358,27.008618866299216,1
80,9,89,60.940043246691644,-2.688514543288619,0
81,9,93,58.494090696828295,46.495889992710445,0
82,9,88,49.89818230451326,5.482059513841051,1
83,9,90,3.0620505334811146,51.18523511879698,1
84,9,92,23.061155198117373,8.83252891860274,1
85,9,94,94.67913857283995,18.404558895162914,0
86,9,95,9.57880088722238,61.36866705252739,0
87,9,87,19.474017056505364,23.22698976449226,0
88,9,97,98.8110463015893,32.54266177438875,1
89,9,91,69.69035701324324,27.003661204591708,1
90,10,89,61.19020809631919,-2.685850621522718,0
91,10,93,59.33117376004876,46.35605170164838,0
92,10,88,50.39863745925248,5.489831879263079,1
93,10,87,20.741277399389908,23.375977577622912,0
94,10,97,99.31447901217479,32.52093423319521,1
95,10,94,94.71470628353423,18.713186745090596,0
96,10,92,23.90299702744239,8.87555986149139,1
97,10,95,11.437816601736108,61.043020759285874,0
98,10,90,5.115161254599242,50.85174765396801,1
99,10,91,70.86049777382708,27.151567757308733,1
100,11,89,59.862698816965086,-1.767784607156301,0
101,11,93,57.80455386334092,46.7167096519007,0
102,11,87,20.653322348409084,23.86374128398309,0
103,11,88,49.39150423115637,6.223055194561333,1
104,11,90,5.432978313827449,50.31055102430774,1
105,11,91,69.76976336117949,27.68371886173815,1
106,11,92,23.779746213340886,9.492994970237355,1
107,11,94,92.99268549040545,19.610157346681575,0
108,11,95,11.128838679171142,60.48917984171151,0
109,11,97,97.75039261857054,32.93933973041393,1
110,12,89,61.42391674197484,-3.0513127055945546,0
111,12,93,61.49114097349962,46.99991842679985,0
112,12,90,17.131244952820847,51.86743635337268,1
113,12,87,27.790645916479814,26.320960906337717,0
114,12,91,72.5349510130777,27.233872943041177,1
115,12,88,52.0015895845464,6.3982658550613465,1
116,12,97,100.65393617021856,31.955545861679084,1
117,12,92,29.3728844746472,11.650420117062268,1
118,12,94,94.79832308119337,17.59828517897126,0
119,12,95,22.227761547747427,61.13524955741613,0
120,13,89,61.91628253395629,-3.1329133911564213,0
121,13,93,62.9121709031564,46.498549795658434,0
122,13,92,31.43446183369388,11.73536002765588,1
123,13,87,30.332420638587223,26.105344931845025,0
124,13,90,20.49112521439966,51.84307683530314,1
125,13,88,53.08486141590673,6.326069639827388,1
126,13,91,73.67085620783779,26.728113746586118,1
127,13,97,101.62945029902532,31.607495034786986,1
128,13,94,94.53603407852941,16.843001952220717,0
129,13,95,25.315211598945584,60.58913732600414,0
130,14,87,27.29155382549261,26.27757194056415,0
131,14,89,60.536140743595595,-2.2737101404287756,0
132,14,93,60.317722204621724,46.822238943682414,0
133,14,88,51.36796563716838,6.95634936097305,1
134,14,94,93.08541929377724,18.237316473178453,0
135,14,90,16.20405306083868,51.84432316298658,1
136,14,91,72.14673303739859,27.4454922012469,1
137,14,92,28.783677222053864,11.872048051838775,1
138,14,95,20.55354989290376,61.11639589148544,0
139,14,97,100.27237505240443,32.48215468395099,1
140,15,93,61.129495465463584,47.1824915953907,0
141,15,89,60.81474684884063,-2.594636052111184,0
142,15,92,29.633100869229896,11.482882628097983,1
143,15,94,93.36269884438255,17.831627590298808,0
144,15,87,28.15634590303966,25.939857997892474,0
145,15,97,101.39839305780178,32.095831065834595,1
146,15,88,51.935685589755316,6.6231007950962635,1
147,15,90,16.850608407745266,51.909482771679805,1
148,15,95,20.792867299298457,61.3562362980375,0
149,15,91,73.32517485845757,26.9257258192674,1
150,16,93,62.80036994605993,47.033880209721154,0
151,16,89,61.20329568617078,-2.237184068123554,0
152,16,92,31.702078616882176,12.432642451600664,1
153,16,88,52.95805494327229,7.34326504615975,1
154,16,87,30.881162761641804,26.81695269610541,0
155,16,90,20.926276535697134,52.681876298833245,1
156,16,94,92.89000115865564,17.964030981193126,0
157,16,97,101.66861581911151,32.47763582736163,1
158,16,91,74.62051794818743,27.39631108098625,1
159,16,95,24.404173919220785,61.7227710059273,0
160,17,89,62.158236251831795,-3.1176982610516717,0
161,17,87,33.80332119698416,26.67754543645757,0
162,17,93,65.1179648971795,46.77759056953213,0
163,17,88,54.53983273440778,6.895281590730562,1
164,17,94,94.00645516814225,16.863662359059106,0
165,17,92,34.33784999473,12.441651806855418,1
166,17,90,24.941246727227405,52.323027462193,1
167,17,97,103.64103741953757,31.30695712294562,1
168,17,91,76.5194345275039,26.616474877278804,1
169,17,95,28.454946689920952,61.45987370379839,0
170,18,88,54.44075007272624,7.36954568781298,1
171,18,89,61.87591159958745,-2.805990676509012,0
172,18,94,93.52396647395852,17.229781384119832,0
173,18,92,34.285082064862785,12.965775328894097,1
174,18,93,64.85059632200029,46.68381258092509,0
175,18,91,76.61978046987588,26.86234307232389,1
176,18,87,33.943714916717084,26.99173737238126,0
177,18,95,28.541266973240276,61.397225097141856,0
178,18,97,103.70143116780915,31.726302885231412,1
179,18,90,25.244346116198134,52.36359299754278,1
180,19,88,55.610993746361636,7.835479914766253,1
181,19,94,93.75712711370818,17.11826236501829,0
182,19,89,62.47520550667921,-2.5532605571660554,0
183,19,93,66.67834533959333,46.48941890562829,0
184,19,95,32.017975495996595,61.201326955832386,0
185,19,87,36.44878344110967,27.61541593252815,0
186,19,92,36.2835646476868,13.614063659969887,1
187,19,90,28.799830639526753,52.38003640370564,1
188,19,91,77.88157711631195,26.380681122745898,1
189,19,97,104.23318393363597,31.215460958771004,1
190,20,89,61.923431757591516,-2.463744973781502,0
191,20,88,55.10806546248089,7.7797524020242435,1
192,20,94,93.10910001145969,17.263150897979273,0
193,20,87,35.81264514770809,27.293787920359094,0
194,20,95,30.817790584874153,60.411081025954886,0
195,20,93,65.70526191418533,46.623416812193156,0
196,20,92,35.789676433612414,13.404305002212524,1
197,20,90,27.87264362498156,51.77936602608989,1
198,20,91,77.41373755875749,26.351034981156552,1
199,20,97,104.0059824364494,31.48242044480142,1
200,21,89,61.14789815100487,-1.6998576329073956,0
201,21,93,64.68819167602904,47.31608186550437,0
202,21,94,92.11575207826748,18.25799074936438,0
203,21,88,54.28482779435071,8.230933385042704,1
204,21,92,34.4893931775919,13.690935224888499,1
205,21,90,26.1037656928038,52.164743469666966,1
206,21,95,28.94450996888943,61.20436397121904,0
207,21,87,34.56811503750126,27.657636582257545,0
208,21,91,76.84660748506282,26.982290872109054,1
209,21,97,103.54718787991705,32.712554335202455,1
210,22,89,60.61898330104933,-1.9460012322590927,0
211,22,93,63.571933813312036,47.46532642567182,0
212,22,97,104.34970896731691,33.10480253886329,1
213,22,94,92.19346596321847,18.496786716628094,0
214,22,88,53.54120194146069,7.834387992908027,1
215,22,95,26.673921548986776,61.127867981287366,0
216,22,90,24.175576551353537,51.94475988683779,1
217,22,92,33.38619689130373,13.359535637376894,1
218,22,91,76.90809746638269,27.23953373473006,1
219,22,87,33.32547473335981,27.43923351941104,0
220,23,91,76.26906562724977,27.33216329938427,1
221,23,89,59.868180982531086,-1.5993689009055743,0
222,23,93,62.891609775759086,47.63656571303485,0
223,23,94,90.86693849181972,18.973945750919896,0
224,23,88,52.870654233120085,7.886482089579516,1
225,23,87,32.75672850815844,27.392342711746053,0
